stock_code,description,total_revenue,total_quantity,total_orders,avg_unit_price
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7236.93,1962,305,4.265194805194805
22631,CIRCUS PARADE LUNCH BOX,7207.37,3681,396,2.609975308641975
22634,CHILDS BREAKFAST SET SPACEBOY,7191.15,766,222,10.308149779735682
22485,SET OF 2 WOODEN MARKET CRATES,7190.349999999999,526,208,15.007980769230768
22553,PLASTERS IN TIN SKULLS,7176.669999999999,4269,560,1.9667692307692306
22767,TRIPLE PHOTO FRAME CORNICE,7173.549999999999,774,218,10.27288990825688
21787,RAIN PONCHO RETROSPOT,7163.65,8878,243,1.0523694779116464
22834,HAND WARMER BABUSHKA DESIGN,7136.2300000000005,4970,368,2.224142480211082
21669,BLUE STRIPE CERAMIC DRAWER KNOB,7136.0,5285,425,1.5910430839002268
22637,PIGGY BANK RETROSPOT,7121.38,2764,329,3.1076276276276276
21259,VICTORIAN SEWING BOX SMALL,7106.950000000001,1184,285,7.00637630662021
22505,MEMO BOARD COTTAGE DESIGN,7104.22,1461,311,5.656466876971608
23320,GIANT 50'S CHRISTMAS CRACKER,7072.16,2668,333,2.8023837209302327
21912,VINTAGE SNAKES & LADDERS,7062.7,1790,396,4.933082706766917
22950,36 DOILIES VINTAGE CHRISTMAS,7061.73,5172,177,1.5780337078651685
22663,JUMBO BAG DOLLY GIRL DESIGN,7053.28,3420,450,2.574646017699115
22333,RETROSPOT PARTY BAG + STICKER SET,7047.24,4494,317,1.8763975155279502
22946,WOODEN ADVENT CALENDAR CREAM,7047.17,454,137,18.14956834532374
23215,JINGLE BELL HEART ANTIQUE SILVER,7044.64,3567,210,2.2590740740740745
22839,3 TIER CAKE TIN GREEN AND CREAM,7011.57,447,201,18.563333333333333
23293,SET OF 12 FAIRY CAKE BAKING CASES,7001.99,8486,552,1.061832740213523
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,265,7.740037735849057
21922,UNION STRIPE WITH FRINGE  HAMMOCK,6952.31,899,208,9.181190476190476
21877,HOME SWEET HOME MUG,6942.33,5418,349,1.7151267605633802
21165,BEWARE OF THE CAT METAL SIGN,6939.08,4156,449,2.1548577680525165
21094,SET/6 RED SPOTTY PAPER PLATES,6933.259999999999,8758,527,0.9860338345864661
22109,FULL ENGLISH BREAKFAST PLATE,6928.65,1642,296,5.4869102990033225
22840,ROUND CAKE TIN VINTAGE RED,6927.64,916,271,8.361459854014598
21257,VICTORIAN SEWING BOX MEDIUM,6909.37,689,261,11.25
22294,HEART FILIGREE DOVE  SMALL,6901.33,5534,299,1.4488216560509555
21326,AGED GLASS SILVER T-LIGHT HOLDER,6890.47,10583,340,0.8180857142857142
84997A,CHILDRENS CUTLERY POLKADOT GREEN,6864.42,1728,186,4.607849462365592
22580,ADVENT CALENDAR GINGHAM SACK,6860.09,1313,246,5.730322580645161
75049L,LARGE CIRCULAR MIRROR MOBILE,6827.98,7114,205,1.6716587677725117
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6815.9,5022,409,1.685942720763723
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,161,1.8389570552147239
22620,4 TRADITIONAL SPINNING TOPS,6789.46,4894,483,1.6581616161616162
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6785.17,1361,209,6.251800947867298
23254,CHILDRENS CUTLERY DOLLY GIRL,6782.76,1674,291,4.267926421404683
23541,WALL ART CLASSIC PUDDINGS,6762.71,864,150,9.736866666666666
23008,DOLLY GIRL BABY GIFT SET,6753.509999999999,435,133,16.138296296296296
23480,MINI LIGHTS WOODLAND MUSHROOMS,6726.64,1800,215,4.422590909090909
23247,BISCUIT TIN 50'S CHRISTMAS,6715.93,2206,309,3.280507936507937
22668,PINK BABY BUNTING,6710.42,2190,345,4.112298850574712
21533,RETROSPOT LARGE MILK JUG,6701.22,1361,339,5.293200000000001
85014A,BLACK/BLUE POLKADOT UMBRELLA,6684.67,1164,278,6.485985663082438
21871,SAVE THE PLANET MUG,6681.21,5454,357,1.8124033149171273
84988,SET OF 72 PINK HEART PAPER DOILIES,6672.7,4312,510,2.1457421875
21888,BINGO SET,6667.04,1690,378,4.719605263157895
20718,RED RETROSPOT SHOPPER BAG,6613.04,4776,575,1.775645438898451
84992,72 SWEETHEART FAIRY CAKE CASES,6555.33,13360,615,0.681826625386997
23229,VINTAGE DONKEY TAIL GAME,6550.17,1815,252,4.252261904761904
22508,DOORSTOP RETROSPOT HEART,6544.63,1599,296,4.553733333333333
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6529.54,742,202,9.286923076923076
21122,SET/10 PINK POLKADOT PARTY CANDLES,6496.04,5331,344,1.371267605633803
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390,344,2.9656772334293944
84946,ANTIQUE SILVER TEA GLASS ETCHED,6478.01,4558,216,1.6141255605381166
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6474.290000000001,2796,457,2.59680170575693
23103,JINGLE BELL HEART DECORATION,6472.36,3828,356,1.8457219251336898
22804,CANDLEHOLDER PINK HANGING HEART,6471.240000000001,2262,398,3.152214111922141
23553,LANDMARK FRAME CAMDEN TOWN,6457.15,569,68,13.290579710144927
84030E,ENGLISH ROSE HOT WATER BOTTLE,6452.94,1506,334,4.933430232558139
20676,RED RETROSPOT BOWL,6441.06,5076,448,1.6275657894736841
23571,TRADITIONAL NAUGHTS & CROSSES,6436.61,2859,257,1.8867164179104476
23134,LARGE ZINC HEART WALL ORGANISER,6431.110000000001,1065,38,7.9068421052631574
22635,CHILDS BREAKFAST SET DOLLY GIRL,6422.28,682,194,10.3659693877551
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6412.7699999999995,6065,457,1.3049237472766886
22784,LANTERN CREAM GAZEBO,6405.54,1281,299,5.661391585760518
22979,PANTRY WASHING UP BRUSH,6401.969999999999,4097,381,1.811820512820513
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6379.59,12063,629,0.6812844036697248
23172,REGENCY TEA PLATE PINK,6360.909999999999,3871,305,2.066470588235294
22303,COFFEE MUG APPLES DESIGN,6353.55,2822,261,2.7615589353612164
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6349.95,2063,284,3.5946735395189
22151,PLACE SETTING WHITE HEART,6332.29,15150,332,0.5775
21154,RED RETROSPOT OVEN GLOVE,6321.76,4035,451,1.944553376906318
21380,WOODEN HAPPY BIRTHDAY GARLAND,6316.360000000001,2168,290,3.484470989761092
21935,SUKI  SHOULDER BAG,6298.61,3393,530,2.336911487758945
22826,LOVE SEAT ANTIQUE WHITE METAL,6210.0,58,41,114.02439024390245
23169,CLASSIC GLASS COOKIE JAR,6191.6900000000005,1439,300,4.74947194719472
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6142.289999999999,3533,345,1.7722408963585432
21670,BLUE SPOT CERAMIC DRAWER KNOB,6141.29,4370,374,1.7038320209973752
21975,PACK OF 60 DINOSAUR CAKE CASES,6117.910000000001,12340,601,0.6237147335423198
23118,PARISIENNE JEWELLERY DRAWER,6102.18,813,258,8.39046511627907
21156,RETROSPOT CHILDRENS APRON,6093.05,3171,358,2.373711911357341
21671,RED SPOT CERAMIC DRAWER KNOB,6078.54,4421,369,1.7235026737967916
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6071.75,4395,365,1.6788800000000001
47591D,PINK FAIRY CAKE CHILDRENS APRON,6060.25,3211,439,2.156004514672686
23534,WALL ART STOP FOR TEA,6042.150000000001,870,219,7.858868778280544
17003,BROCADE RING PURSE,6036.39,23056,239,0.363099173553719
22366,DOORMAT AIRMAIL,6034.9,800,220,9.812318181818181
22174,PHOTO CUBE,6013.429999999999,3239,321,2.579516616314199
21535,RED RETROSPOT SMALL MILK JUG,6011.51,2497,343,2.755014164305949
48129,DOORMAT TOPIARY,6009.84,904,205,8.774320388349514
23296,SET OF 6 TEA TIME BAKING CASES,5988.05,4981,378,1.5235248041775458
23535,WALL ART BICYCLE SAFETY,5983.9,850,173,7.806573033707866
23312,VINTAGE CHRISTMAS GIFT SACK,5968.3,1424,214,4.450913242009133
22783,SET 3 WICKER OVAL BASKETS W LIDS,5961.25,463,33,14.623939393939393
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,278,9.784460431654676
22150,3 STRIPEY MICE FELTCRAFT,5925.389999999999,3030,468,2.270918580375783
23154,SET OF 4 JAM JAR MAGNETS,5907.360000000001,2732,235,2.2028915662650603
23113,PANTRY CHOPPING BOARD,5868.5,1154,57,6.361754385964912
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,272,2.7821167883211677
23485,BOTANICAL GARDENS WALL CLOCK,5843.92,262,83,24.791807228915662
22207,FRYING PAN UNION FLAG,5837.84,1334,208,6.171244019138756
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5812.72,1566,290,4.232619047619048
22796,PHOTO FRAME 3 CLASSIC HANGING,5807.349999999999,584,232,10.459787234042553
22779,WOODEN OWLS LIGHT GARLAND,5802.6,1540,149,4.184805194805195
22740,POLKADOT PEN,5793.62,6842,170,1.1349411764705881
22365,DOORMAT RESPECTABLE HOUSE,5762.28,790,179,9.915999999999999
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5729.110000000001,1580,108,4.0714678899082575
62018,SOMBRERO,5716.85,4415,61,1.812295081967213
21242,RED RETROSPOT PLATE,5704.78,3376,304,2.0817589576547233
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5695.7699999999995,4168,390,2.05146835443038
22907,PACK OF 20 NAPKINS PANTRY DESIGN,5681.9,6587,670,0.9877809388335703
22088,PAPER BUNTING COLOURED LACE,5661.05,1893,238,3.5898333333333334
22837,HOT WATER BOTTLE BABUSHKA,5625.38,1166,177,5.565
22418,10 COLOUR SPACEBOY PEN,5585.45,6564,318,1.0559561128526644
22488,NATURAL SLATE RECTANGLE CHALKBOARD,5575.33,3196,415,2.07055023923445
21558,SKULL LUNCH BOX WITH CUTLERY,5568.07,2138,412,3.362624113475177
22798,ANTIQUE GLASS DRESSING TABLE POT,5564.25,1799,267,3.7782089552238807
23531,WALL ART BIG LOVE,5559.11,979,112,7.655438596491228
22429,ENAMEL MEASURING JUG CREAM,5549.68,1272,376,4.834341085271317
23177,TREASURE ISLAND BOOK BOX,5528.04,2535,267,2.6971062271062274
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,155,9.162451612903226
22464,HANGING METAL HEART LANTERN,5519.419999999999,3423,351,1.935933147632312
23158,SET OF 5 LUCKY CAT MAGNETS,5517.99,2635,255,2.670194552529183
23583,LUNCH BAG PAISLEY PARK,5513.83,3395,325,1.7993491124260355
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5481.09,2628,378,2.527213541666667
22904,CALENDAR PAPER CUT DESIGN,5479.06,1838,271,3.34726618705036
22297,HEART IVORY TRELLIS SMALL,5468.66,4171,378,1.7389717223650387
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,45,5.675777777777777
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5415.0,35,26,158.07692307692307
23205,CHARLOTTE BAG VINTAGE ALPHABET,5407.58,5459,445,1.1629777777777779
22584,PACK OF 6 PANNETONE GIFT BOXES,5405.98,2100,178,3.092596685082873
22845,VINTAGE CREAM CAT FOOD CONTAINER,5403.28,803,316,7.841918238993711
22349,DOG BOWL CHASING BALL DESIGN,5389.0199999999995,1368,131,4.126992481203008
23494,VINTAGE DOILY DELUXE SEWING KIT,5377.81,813,205,6.8045673076923086
21172,PARTY METAL SIGN,5345.88,3490,467,2.016471816283925
22998,TRAVEL CARD WALLET KEEP CALM,5314.9,12490,534,0.4961721611721611
22120,WELCOME  WOODEN BLOCK LETTERS,5276.94,526,188,10.983141361256543
22296,HEART IVORY TRELLIS LARGE,5274.119999999999,3156,318,1.8760843373493976
22623,BOX OF VINTAGE JIGSAW BLOCKS,5248.21,939,235,6.206666666666667
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,5234.56,1437,115,4.105304347826087
22848,BREAD BIN DINER STYLE PINK,5225.4,324,128,18.202248062015503
23132,SMALL IVORY HEART WALL ORGANISER,5219.1,1034,152,6.213032258064516
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5211.7,3869,254,1.660229007633588
22781,GUMBALL MAGAZINE RACK,5198.66,622,232,9.826437768240343
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,5195.030000000001,1517,356,4.049607843137255
23263,SET OF 3 WOODEN HEART DECORATIONS,5184.69,3893,445,1.4427104722792607
22689,DOORMAT MERRY CHRISTMAS RED,5176.25,673,146,10.198027210884353
22898,CHILDRENS APRON APPLES DESIGN,5174.32,2426,365,2.553575268817204
21844,RED RETROSPOT MUG,5170.64,1848,156,3.3102531645569617
23157,SET OF 6 NATIVITY MAGNETS,5170.1,2570,163,2.3583040935672512
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,5167.88,1208,262,5.433764258555133
21164,HOME SWEET HOME METAL SIGN,5161.88,1768,282,3.2902097902097904
23165,LARGE CERAMIC TOP STORAGE JAR,5147.66,3118,280,1.9743356643356642
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,176,4.422272727272728
22302,COFFEE MUG PEARS  DESIGN,5136.84,2330,212,2.7257476635514015
37449,CERAMIC CAKE STAND + HANGING CAKES,5127.24,564,154,9.906774193548387
22595,GINGHAM HEART DECORATION,5125.46,6152,413,1.0077251184834124
23397,FOOT STOOL HOME SWEET HOME,5097.65,489,217,11.573870967741934
21098,CHRISTMAS TOILET ROLL,5093.76,3731,248,1.6802602230483272
22371,AIRLINE BAG VINTAGE TOKYO 78,5093.57,1091,392,5.196949999999999
21756,BATH BUILDING BLOCK WORD,5089.56,823,270,6.589366197183099
23234,BISCUIT TIN VINTAGE CHRISTMAS,5088.45,1725,277,3.375714285714286
23126,FELTCRAFT GIRL AMELIE KIT,5083.89,1012,275,5.394574468085106
23295,SET OF 12 MINI LOAF BAKING CASES,5078.429999999999,6140,444,1.1086593406593406
23198,PANTRY MAGNETIC  SHOPPING LIST,5068.4,3346,475,1.7967280163599182
23109,PACK OF SIX LED TEA LIGHTS,5048.72,1766,203,3.255190476190476
22780,LIGHT GARLAND BUTTERFILES PINK,5044.34,1346,132,4.1853731343283584
23314,VINTAGE CHRISTMAS TABLECLOTH,5037.96,409,117,13.598571428571429
22301,COFFEE MUG CAT + BIRD DESIGN,5031.83,2225,252,3.1765624999999997
21907,I'M ON HOLIDAY METAL SIGN,5031.38,2373,367,2.2993513513513513
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5023.5,1778,214,3.113287671232877
22271,FELTCRAFT DOLL ROSIE,5022.1,1706,301,3.3735064935064933
22636,CHILDS BREAKFAST SET CIRCUS PARADE,5009.56,595,198,8.927575757575758
23543,WALL ART KEEP CALM,5003.040000000001,968,83,8.66360465116279
21932,SCANDINAVIAN PAISLEY PICNIC BAG,5001.98,2724,446,2.0661674008810573
22849,BREAD BIN DINER STYLE MINT,5001.83,321,128,16.93307692307692
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,245,0.47804878048780486
23556,LANDMARK FRAME COVENT GARDEN,4974.51,439,53,12.611785714285714
21933,PINK VINTAGE PAISLEY PICNIC BAG,4964.03,2676,410,2.0648218527315914
22142,CHRISTMAS CRAFT WHITE FAIRY,4950.54,3250,377,1.7481491002570693
23570,TRADITIONAL PICK UP STICKS GAME,4944.37,2782,276,1.4267918088737201
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4934.87,10315,111,0.8927927927927929
22110,BIRD HOUSE HOT WATER BOTTLE,4914.69,1173,279,4.046262975778546
21937,STRAWBERRY   PICNIC BAG,4901.8,1708,251,3.4037549407114627
22748,POPPY'S PLAYHOUSE KITCHEN,4897.63,2125,436,2.4748322147651005
23010,CIRCUS PARADE BABY GIFT SET,4896.549999999999,316,111,16.302410714285713
23351,ROLL WRAP 50'S CHRISTMAS,4880.65,3539,354,1.5081440443213299
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4868.05,4015,240,1.297479674796748
23503,PLAYING CARDS KEEP CALM & CARRY ON,4864.3,3646,335,1.2790434782608695
21086,SET/6 RED SPOTTY PAPER CUPS,4861.900000000001,7137,428,0.9575626423690206
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4853.81,1933,300,3.199169435215947
21390,FILIGRIS HEART WITH BUTTERFLY,4851.88,3906,212,1.4702262443438914
21876,POTTERING MUG,4834.51,3796,333,2.088184523809524
23554,LANDMARK FRAME OXFORD STREET,4830.53,424,57,13.028474576271186
23555,LANDMARK FRAME NOTTING HILL,4818.07,424,50,12.87537037037037
22549,PICTURE DOMINOES,4799.83,3189,356,1.9781818181818183
23159,SET OF 5 PANCAKE DAY MAGNETS,4771.76,2321,223,2.3136521739130433
23184,BULL DOG BOTTLE OPENER,4764.5,874,264,6.4533082706766915
84050,PINK HEART SHAPE EGG FRYING PAN,4761.78,3234,256,2.1594656488549617
21539,RED RETROSPOT BUTTER DISH,4758.75,972,238,5.470206611570248
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4753.29,3099,131,1.9241044776119403
23569,TRADTIONAL ALPHABET STAMP SET,4752.31,961,192,5.2929702970297035
20677,PINK POLKADOT BOWL,4749.84,3676,333,1.647787610619469
23286,BLUE VINTAGE SPOT BEAKER,4747.62,5048,222,1.03009009009009
23558,LANDMARK FRAME LONDON BRIDGE,4741.37,418,52,13.091272727272727
20979,36 PENCILS TUBE RED RETROSPOT,4729.9800000000005,3739,325,1.5846200607902736
23389,SPACEBOY MINI BACKPACK,4726.59,1109,233,4.529750000000001
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4721.73,2363,351,2.2616759776536313
22082,RIBBON REEL STRIPES DESIGN,4716.33,2713,409,1.9760187353629977
23241,TREASURE TIN GYMKHANA DESIGN,4709.07,2184,363,2.47644385026738
23176,ABC TREASURE BOOK BOX,4697.58,2167,226,2.659606986899563
82001S,VINYL RECORD FRAME SILVER,4682.45,1295,101,4.223725490196078
82552,WASHROOM METAL SIGN,4680.63,3016,364,1.6557681940700808
22721,SET OF 3 CAKE TINS SKETCHBOOK,4678.71,1022,297,5.3833
22745,POPPY'S PLAYHOUSE BEDROOM,4678.59,2029,423,2.5380600461893765
22504,CABIN BAG VINTAGE RETROSPOT,4674.62,247,68,22.484117647058824
22606,WOODEN SKITTLES GARDEN SET,4670.36,315,142,16.466620689655173
47599A,PINK PARTY BAGS,4649.5,2456,165,2.2805988023952097
22295,HEART FILIGREE DOVE LARGE,4643.669999999999,2807,250,1.9016538461538461
22628,PICNIC BOXES SET OF 3 RETROSPOT,4625.860000000001,966,190,5.66359375
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4621.87,3227,237,1.7203543307086613
21833,CAMOUFLAGE LED TORCH,4594.43,2726,168,2.109345238095238
23285,PINK VINTAGE SPOT BEAKER,4572.41,4807,191,1.06703125
22417,PACK OF 60 SPACEBOY CAKE CASES,4566.54,8426,520,0.7649530956848031
23404,HOME SWEET HOME BLACKBOARD,4561.76,1011,169,6.0208875739644965
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4557.97,3749,325,1.4692375366568915
82551,LAUNDRY 15C METAL SIGN,4542.889999999999,2918,351,1.7629745042492915
20974,12 PENCILS SMALL TUBE SKULL,4531.9800000000005,6983,355,0.7512261580381471
23309,SET OF 60 I LOVE LONDON CAKE CASES,4527.2,8332,407,0.7388372093023255
23163,REGENCY SUGAR TONGS,4515.22,1832,209,3.329234449760766
23112,PARISIENNE CURIO CABINET,4514.58,547,241,9.160330578512397
22938,CUPCAKE LACE PAPER SET 6,4488.63,2367,186,2.093191489361702
21934,SKULL SHOULDER BAG,4480.28,2421,411,2.140631067961165
23167,SMALL CERAMIC TOP STORAGE JAR,4476.009999999999,5847,231,1.0025210084033613
84987,SET OF 36 TEATIME PAPER DOILIES,4474.07,3053,334,1.9802976190476191
21906,PHARMACIE FIRST AID TIN,4470.8099999999995,581,173,9.662068965517241
22942,CHRISTMAS LIGHTS 10 SANTAS,4469.04,609,152,8.338701298701299
22089,PAPER BUNTING VINTAGE PAISLEY,4460.38,1424,272,3.500618181818182
23288,GREEN VINTAGE SPOT BEAKER,4444.2300000000005,4625,185,1.0418817204301074
23530,WALL ART ONLY ONE PERSON,4436.27,1056,86,5.577586206896552
22626,BLACK KITCHEN SCALES,4427.36,520,199,9.15920792079208
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4387.820000000001,6640,362,0.736918918918919
15056P,EDWARDIAN PARASOL PINK,4366.820000000001,778,144,6.346712328767123
23349,ROLL WRAP VINTAGE CHRISTMAS,4355.1,3231,337,1.538448275862069
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4346.27,1201,102,3.916372549019608
22327,ROUND SNACK BOXES SET OF 4 SKULLS,4336.7,1178,287,4.297718120805369
16014,SMALL CHINESE STYLE SCISSOR,4335.76,13328,54,0.4014814814814815
84692,BOX OF 24 COCKTAIL PARASOLS,4329.48,7908,583,0.6763025210084033
22899,CHILDREN'S APRON DOLLY GIRL,4328.530000000001,2070,313,2.441740506329114
21498,RED RETROSPOT WRAP,4322.42,10551,336,0.4180415430267062
21892,TRADITIONAL WOODEN CATCH CUP GAME,4322.16,3196,412,1.6017535545023696
23168,CLASSIC CAFE SUGAR DISPENSER,4312.6,3076,325,1.7969184290030211
23050,RECYCLED ACAPULCO MAT GREEN,4286.55,497,205,9.223268292682926
22723,SET OF 6 HERB TINS SKETCHBOOK,4282.570000000001,1169,295,4.295412541254126
22694,WICKER STAR,4260.12,1846,405,2.5450120481927714
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4235.88,1117,262,4.191969696969697
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4231.95,5214,415,0.9764845605700712
22061,LARGE CAKE STAND  HANGING STRAWBERY,4228.01,583,146,10.287278911564625
23089,GLASS BON BON JAR,4217.73,2355,225,2.378296943231441
22801,ANTIQUE GLASS PEDESTAL BOWL,4215.14,1030,220,4.720442477876106
23012,GLASS APOTHECARY BOTTLE PERFUME,4208.96,1074,246,4.621792828685258
23144,ZINC T-LIGHT HOLDER STARS SMALL,4197.83,5089,274,0.9436727272727272
22550,HOLIDAY FUN LUDO,4194.89,1162,217,4.441428571428571
20682,RED RETROSPOT CHILDRENS UMBRELLA,4190.83,1241,237,4.015271966527196
22813,PACK 3 BOXES BIRD PANNETONE,4188.94,2168,187,2.5172727272727276
23110,PARISIENNE KEY CABINET,4158.68,702,255,6.658793774319066
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4155.34,410,153,11.095454545454544
21874,GIN AND TONIC MUG,4149.929999999999,2981,295,2.0090572390572388
22649,STRAWBERRY FAIRY CAKE TEAPOT,4147.7300000000005,798,200,6.020724637681159
23486,ANTIQUE HEART SHELF UNIT,4145.47,275,74,17.8127027027027
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,4142.92,3502,262,1.2985820895522386
23283,DOORMAT VINTAGE LEAF,4122.2,564,142,9.177535211267607
22841,ROUND CAKE TIN VINTAGE GREEN,4109.72,530,213,8.439252336448599
23255,CHILDRENS CUTLERY CIRCUS PARADE,4101.37,1015,158,4.345723270440252
23193,BUFFALO BILL TREASURE BOOK BOX,4097.28,1930,175,2.714640883977901
23009,I LOVE LONDON BABY GIFT SET,4082.5199999999995,263,103,15.988252427184465
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,4075.9399999999996,10610,538,0.4976036036036035
22489,PACK OF 12 TRADITIONAL CRAYONS,4072.97,9721,443,0.5400669642857142
23340,VINTAGE CHRISTMAS CAKE FRILL,4053.8799999999997,2512,151,1.9569281045751632
21116,OWL DOORSTOP,4051.79,695,251,6.7411111111111115
21704,BAG 250g SWIRLY MARBLES,4039.2799999999997,5144,248,1.0033734939759036
22219,LOVEBIRD HANGING DECORATION WHITE,4037.9799999999996,4138,544,1.1797307001795332
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,4012.05,2098,186,2.381111111111111
22951,60 CAKE CASES DOLLY GIRL DESIGN,4010.55,7518,437,0.6718543046357617
22431,WATERING CAN BLUE ELEPHANT,4002.6099999999997,2060,334,2.316715976331361
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,3999.5699999999997,391,165,11.253099415204678
23129,HEART SHAPED HOLLY WREATH,3999.5000000000005,950,172,4.576279069767442
22956,36 FOIL HEART CAKE CASES,3992.5800000000004,2055,198,2.215873786407767
22493,PAINT YOUR OWN CANVAS SET,3989.9399999999996,2463,220,1.911875
20675,BLUE POLKADOT BOWL,3984.37,3121,322,1.5859384615384613
23306,SET OF 36 DOILIES PANTRY DESIGN,3983.6,2741,244,1.7355510204081632
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3978.9700000000003,834,241,5.529590163934427
22274,FELTCRAFT DOLL EMILY,3974.1300000000006,1347,267,3.318321167883212
22131,FOOD CONTAINER SET 3 LOVE HEART,3952.19,2039,291,2.795298013245033
23526,WALL ART DOG LICENCE,3939.76,604,114,8.880260869565218
23557,LANDMARK FRAME BAKER STREET,3930.27,350,32,13.181875
22148,EASTER CRAFT 4 CHICKS,3929.15,1939,186,2.2503125
22179,SET 10 NIGHT OWL LIGHTS,3915.48,506,170,8.935895953757225
22980,PANTRY SCRUBBING BRUSH,3914.9599999999996,2366,291,1.920909090909091
23081,GREEN METAL BOX ARMY SUPPLIES,3914.5,468,135,9.432720588235293
